Translated_Comment,Cleaned_Translated_Comment,Sentiment_Scores,Sentiment_Compound,Sentiment_Label,lstm_sentiment_labeling,lstm_sentiment_score,lstm_matches_vader,roberta_sentiment_labeling,roberta_sentiment_score,distilbert_sentiment_labeling,distilbert_sentiment_score
Ooh my goodness ðŸ˜,ooh my goodness ðÿ,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.4588}",0.4588,Positive,Positive,0.4517741,1,Positive,0.430622816,Positive,0.762861192
" live in China , nothing so much serious as this bullshit media say, everyone here is living normal, i didn't not see anyone sick as here says and even any sick person because of this",live in china nothing so much serious as this bullshit media say everyone here is living normal i didnt not see anyone sick as here says and even any sick person because of this,"{'neg': 0.172, 'neu': 0.728, 'pos': 0.1, 'compound': -0.6085}",-0.6085,Negative,Negative,0.84220725,1,Negative,0.507526875,Negative,0.967589259
Experts says it's unlikely to be a pandemic ðŸ¤žðŸ˜…,experts says its unlikely to be a pandemic ðÿžðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9317433,1,Neutral,0.737653017,Negative,0.692056775
IVE PLAYED THESE GAMES BEFORE!!!,ive played these games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive,Positive,0.9890085,1,Neutral,0.841114879,Negative,0.679378927
"Then are spreading it intentionally, everyone needs to work together and find the source.",then are spreading it intentionally everyone needs to work together and find the source,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.78321886,1,Negative,0.727143049,Negative,0.520808995
The Smart Election Virus,the smart election virus,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.4019}",0.4019,Positive,Positive,0.64940757,1,Negative,0.657444179,Negative,0.903919876
"Keep in mind, how they told us later on they lied about the numbers, they lied about pretty much everything and also fear plays a huge role",keep in mind how they told us later on they lied about the numbers they lied about pretty much everything and also fear plays a huge role,"{'neg': 0.228, 'neu': 0.569, 'pos': 0.203, 'compound': -0.2263}",-0.2263,Negative,Negative,0.6981352,1,Negative,0.761486948,Positive,0.837230146
"""ah shit here we go again........""                            -CJ",ah shit here we go again cj,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,0.95837474,1,Negative,0.795969486,Negative,0.719282568
Dont take the vaccine this time lmao.,dont take the vaccine this time lmao,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.5994}",0.5994,Positive,Positive,0.693348,1,Negative,0.579164088,Negative,0.895137727
They can keep it,they can keep it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.96175957,1,Neutral,0.633452773,Positive,0.834184527
 hear me out I have played this game before,hear me out i have played this game before,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}",0.34,Positive,Positive,0.96242297,1,Neutral,0.724200726,Negative,0.605981648
 Where is the virus coming from in china again?,where is the virus coming from in china again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9867983,1,Negative,0.741402864,Negative,0.939681172
" I'm in china right now and that is totally fake news,the videos are coming from the covid pandamic",im in china right now and that is totally fake newsthe videos are coming from the covid pandamic,"{'neg': 0.166, 'neu': 0.834, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Negative,Negative,0.9138899,1,Negative,0.847175419,Negative,0.930630684
 We get 2.0 update of corona,we get 20 update of corona,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.98549014,1,Negative,0.514247239,Positive,0.832288563
 Is this real?,is this real,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9801425,1,Neutral,0.708382368,Positive,0.629391968
"The Bible says in the last days, there will be famine pestilences and earthquakes in diverse places.",the bible says in the last days there will be famine pestilences and earthquakes in diverse places,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.97172284,1,Negative,0.677395523,Negative,0.688340783
The CCP should be held accountable for the CCP Virus.   I made a game called Deflect the CCP VirusðŸ˜‚,the ccp should be held accountable for the ccp virus i made a game called deflect the ccp virusðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.8637394,1,Negative,0.880635798,Positive,0.675766468
HMPV How Many Pfizer Vaccines,hmpv how many pfizer vaccines,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.93313843,1,Neutral,0.841453552,Positive,0.701094747
Hospitals here in Florida overwhelmed yeah you wouldn't know if I listen to the local newsðŸ˜:registered:,hospitals here in florida overwhelmed yeah you wouldnt know if i listen to the local newsðÿregistered,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.34}",0.34,Positive,Positive,0.9762862,1,Negative,0.673306465,Negative,0.560652316
Look at Indian media. Theyâ€:trade_mark:ll tell you the truth.,look at indian media theyâtrade_markll tell you the truth,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.3182,Positive,Positive,0.8273504,1,Neutral,0.784002006,Positive,0.846207976
Imagine this time is a zombie virus.,imagine this time is a zombie virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.92398894,1,Negative,0.631485164,Negative,0.941059828
No. Not again ! Please,no not again please,"{'neg': 0.675, 'neu': 0.325, 'pos': 0.0, 'compound': -0.4874}",-0.4874,Negative,Negative,0.8161338,1,Negative,0.873516798,Negative,0.733172536
Some say to wait for Chinese New Year iykyk ðŸ˜‚,some say to wait for chinese new year iykyk ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.8402998,1,Neutral,0.857990026,Positive,0.612643421
Is this a replay?ðŸ˜…,is this a replayðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9809296,1,Neutral,0.90264678,Negative,0.603128791
Stay safe and healthy â¤ðŸ‡²ðŸ‡¨,stay safe and healthy âðÿ²ðÿ,"{'neg': 0.0, 'neu': 0.349, 'pos': 0.651, 'compound': 0.6808}",0.6808,Positive,Positive,0.96819377,1,Positive,0.765949488,Positive,0.897508502
Season 2 trailer be like,season 2 trailer be like,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,Positive,Positive,0.79805773,1,Neutral,0.822673678,Positive,0.713606715
Fake news,fake news,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,Negative,0.985011,1,Neutral,0.500733256,Negative,0.945416212
"Itâ€:trade_mark:s like the hunger games but it happens every 5 years instead of annually, everyone, get as much toilet paper as you can before I goes of shelves",itâtrade_marks like the hunger games but it happens every 5 years instead of annually everyone get as much toilet paper as you can before i goes of shelves,"{'neg': 0.051, 'neu': 0.889, 'pos': 0.06, 'compound': 0.0644}",0.0644,Positive,Positive,0.938403,1,Neutral,0.506820619,Negative,0.677889705
Chat are we cooked??,chat are we cooked,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9874284,1,Neutral,0.866633356,Positive,0.898620784
â€œWe canâ€:trade_mark:t fully trust everything that comes out of the Chinese mediaâ€¦â€. Just like â€˜Merica media. ðŸ:trade_mark:„,âœwe canâtrade_markt fully trust everything that comes out of the chinese mediaââ just like âmerica media ðÿtrade_mark,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.7264}",0.7264,Positive,Positive,0.9911607,1,Neutral,0.805119455,Positive,0.867676973
It's in India & Malaysia. Spreading fastðŸ˜:registered:,its in india malaysia spreading fastðÿregistered,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9924959,1,Neutral,0.872457862,Positive,0.621792257
NO NO NO NO NO NO WAIT WAIT WAIT WAIT WAIT WAIT WAIT WAIT,no no no no no no wait wait wait wait wait wait wait wait,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.7536}",0.7536,Positive,Positive,0.98484874,1,Negative,0.52015394,Negative,0.561189592
"Always putting other peoples lives at risk , these people are so selfish ðŸ—‘ï¸ðŸ˜’",always putting other peoples lives at risk these people are so selfish ðÿïðÿ,"{'neg': 0.356, 'neu': 0.644, 'pos': 0.0, 'compound': -0.7262}",-0.7262,Negative,Negative,0.78477687,1,Negative,0.932594657,Negative,0.921284318
 have played this game before ahh virus,have played this game before ahh virus,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.34}",0.34,Positive,Positive,0.9587571,1,Neutral,0.560566247,Positive,0.503011823
Nah bro this is fake news this is all cap i dont believe that we are going to have any virus or any lockdown this is just Cap fellas ðŸ§¢,nah bro this is fake news this is all cap i dont believe that we are going to have any virus or any lockdown this is just cap fellas ðÿ,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative,Negative,0.9595152,1,Negative,0.842427075,Negative,0.83681196
An Old virus in a new package to create new revenue streams for pharma and healthcare. Cos no one really cares about Covid anymore,an old virus in a new package to create new revenue streams for pharma and healthcare cos no one really cares about covid anymore,"{'neg': 0.077, 'neu': 0.734, 'pos': 0.189, 'compound': 0.4927}",0.4927,Positive,Positive,0.96488357,1,Negative,0.509740829,Negative,0.865144134
What did they eat now ðŸ˜­,what did they eat now ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9947975,1,Neutral,0.873795569,Negative,0.723801494
WE PLAYED THIS GAME BEFOR,we played this game befor,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive,Positive,0.9699781,1,Neutral,0.828383625,Positive,0.826097906
Thanks Chyna ðŸ¦‡ðŸœðŸ‡¨ðŸ‡³,thanks chyna ðÿðÿœðÿðÿ³,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive,Positive,0.7249142,1,Positive,0.908455491,Positive,0.959602177
"They donâ€:trade_mark:t learn. All flights should be stopped immediately. But no, we wait until cases pop up around the world ðŸ˜³",they donâtrade_markt learn all flights should be stopped immediately but no we wait until cases pop up around the world ðÿ³,"{'neg': 0.183, 'neu': 0.817, 'pos': 0.0, 'compound': -0.5023}",-0.5023,Negative,Negative,0.82503104,1,Negative,0.884701133,Negative,0.505449116
Pls don't make it pandemic,pls dont make it pandemic,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.0772}",0.0772,Positive,Positive,0.65737736,1,Negative,0.788130522,Negative,0.981282473
Lock down let's go baby ðŸŽ‰ðŸŽ‰ðŸŽ‰,lock down lets go baby ðÿžðÿžðÿž,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9957707,1,Neutral,0.617786527,Positive,0.713827074
IVE PLAYED THESE GAMES BEFORE!!!!,ive played these games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive,Positive,0.9890085,1,Neutral,0.841115296,Negative,0.679379046
round 2 already?,round 2 already,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9420762,1,Neutral,0.770962775,Negative,0.87901777
" types of people in the comments: ""Aw fuck no man I'VE PLAYED THESE GAMES BEFORE"" ""Aaaalright  let's do this one last time""",types of people in the comments aw fuck no man ive played these games before aaaalright lets do this one last time,"{'neg': 0.21, 'neu': 0.701, 'pos': 0.089, 'compound': -0.5106}",-0.5106,Negative,Negative,0.6275379,1,Negative,0.85202831,Negative,0.855291963
"""I play these games before""",i play these games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive,Positive,0.915227,1,Neutral,0.855783224,Negative,0.733820379
Why is it said 'mysterious virus' but there was before already? And even the journalists know a lot about it too,why is it said mysterious virus but there was before already and even the journalists know a lot about it too,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9516072,1,Neutral,0.525098026,Negative,0.602202415
Ahh shit! Here we go again,ahh shit here we go again,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,0.93072844,1,Negative,0.840662479,Negative,0.632297575
Shame on your fake news,shame on your fake news,"{'neg': 0.674, 'neu': 0.326, 'pos': 0.0, 'compound': -0.7351}",-0.7351,Negative,Negative,0.987831,1,Negative,0.89480269,Negative,0.929828942
"Dr udoka on YouTube herbs remains the best,I usually get herpes outbreaks,HMPV and erectile dysfunction due to underlaying Health issues every 3 weeks or so,but now is all over and far gone.",dr udoka on youtube herbs remains the besti usually get herpes outbreakshmpv and erectile dysfunction due to underlaying health issues every 3 weeks or sobut now is all over and far gone,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative,Negative,0.9531612,1,Positive,0.524129152,Negative,0.91588968
New election infection,new election infection,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9733852,1,Negative,0.724418163,Negative,0.946750283
 dont trust the american media.....,dont trust the american media,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4023}",-0.4023,Negative,Negative,0.7496654,1,Negative,0.699538112,Negative,0.841762841
HPMV = Hate's Most Political Vision,hpmv hates most political vision,"{'neg': 0.355, 'neu': 0.367, 'pos': 0.279, 'compound': -0.1585}",-0.1585,Negative,Negative,0.9591643,1,Negative,0.90478301,Negative,0.977346599
"â¤ðŸ˜‚like what the anchor said,,""we cannot really trust the video as it is taken by the Chinese""",âðÿlike what the anchor saidwe cannot really trust the video as it is taken by the chinese,"{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.4439}",-0.4439,Negative,Negative,0.70695555,1,Negative,0.774917901,Negative,0.820830584
" live in China and itâ€:trade_mark:s kinda crazyâ€¦ EVERYONE is sick with some sort of respiratory related virus right now. A lot of people have h1n1 but others have covid type symptoms. I myself was also recently sick. People are complaining about high fevers that wonâ€:trade_mark:t go away, lower back pain, body fatigue, stomach painâ€¦ the list goes on. Itâ€:trade_mark:s been weird for the past year or so and Iâ€:trade_mark:m honestly on the more worried side of things at this point",live in china and itâtrade_marks kinda crazyâ everyone is sick with some sort of respiratory related virus right now a lot of people have h1n1 but others have covid type symptoms i myself was also recently sick people are complaining about high fevers that wonâtrade_markt go away lower back pain body fatigue stomach painâ the list goes on itâtrade_marks been weird for the past year or so and iâtrade_markm honestly on the more worried side of things at this point,"{'neg': 0.24, 'neu': 0.715, 'pos': 0.044, 'compound': -0.9548}",-0.9548,Negative,Negative,0.7445638,1,Negative,0.916724324,Negative,0.882109106
So disease X is released now? Here we go again.........,so disease x is released now here we go again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.99330956,1,Neutral,0.556181371,Negative,0.527607679
"The same virus, HMPV, has killed >100,000 Americans the last couple of weeks.  RIPâ¤",the same virus hmpv has killed 100000 americans the last couple of weeks ripâ,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.6705}",-0.6705,Negative,Negative,0.8372127,1,Negative,0.929756582,Negative,0.92941469
Why china bro this is the second time,why china bro this is the second time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9900392,1,Negative,0.907598317,Negative,0.885002553
Trump's probably been brought in so he can get his cult of rebels to go along with this bs.  You know they wouldn't believe the crap if anyone else was president.,trumps probably been brought in so he can get his cult of rebels to go along with this bs you know they wouldnt believe the crap if anyone else was president,"{'neg': 0.055, 'neu': 0.879, 'pos': 0.066, 'compound': 0.0987}",0.0987,Positive,Positive,0.48839685,1,Negative,0.883014619,Negative,0.625748038
